step,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER
0.5336927223719677,0.0024317946433464496,C658247527,0.01839812347516582,0.02365236876381714,C492670573,0.009350121439572609,0.009007159435459195,0,0,True,False,False,False,False
0.33692722371967654,0.0004008089342116474,C1812418129,0.005692399768361524,0.006585953294848553,M1924423059,0.0,0.0,0,0,False,False,False,True,False
0.0026954177897574125,0.0007267358363333487,C1247938090,0.0003839386506737715,0.0,C1002031672,0.0,0.0,1,0,False,False,False,False,True
0.8544474393530999,0.0058050986414573975,C1687063682,0.0030668664293127842,0.0,C451391923,0.0,0.0,1,0,False,False,False,False,True
0.2102425876010782,0.15052146415785664,C751624512,0.07952134043338906,0.0,C320991755,0.0,0.02001585114841239,1,0,False,True,False,False,False
0.908355795148248,0.31767095175650156,C392319907,0.16782735965107815,0.0,C852706972,0.003215120384208115,0.04545122659571088,1,0,False,True,False,False,False
0.33962264150943394,0.013307129431640061,C1922440763,0.004891227700614882,0.0,C237945477,0.05244226853823296,0.054101932520880934,0,0,False,False,False,False,True
0.9339622641509435,0.0024327949891735307,C1588297046,0.0012852593457091585,0.0,C870778014,0.007911956233089698,0.008218884636442663,1,0,False,True,False,False,False
0.44070080862533695,0.0007970897866769576,C1566199885,1.7151956156340185e-05,0.0,C416122503,0.0006950867407411025,0.0007996248171201641,0,0,False,True,False,False,False
0.05795148247978437,0.0005336948230537648,C1278149340,0.002358595364328357,0.0024954453818467268,M1559262232,0.0,0.0,0,0,False,False,False,True,False
0.012129380053908356,0.0845873431480258,C1182702586,0.04468797156912961,0.0,C2143409210,0.0,0.0,1,0,False,False,False,False,True
0.34097035040431267,0.005058139872335231,C1178144946,6.293525986915431e-06,0.0,C974873734,0.0,0.0006726148681781018,0,0,False,False,False,False,True
0.18463611859838278,0.0007077664331201609,C2076981856,0.003338354707235386,0.0035622869051220663,M992493046,0.0,0.0,0,0,False,False,False,True,False
0.40161725067385445,0.021522310224562302,C1295540356,0.011370358160252432,0.0,C1130686402,0.011465720544750065,0.014303664424479591,1,0,False,True,False,False,False
0.9150943396226416,0.08424614897996269,C1963804586,0.044507716761323736,0.0,C621396903,0.0,0.011202776874675326,1,0,False,True,False,False,False
0.40970350404312667,6.091022828979162e-06,C399914039,0.0,0.0,M1169754002,0.0,0.0,0,0,False,False,False,True,False
0.9460916442048518,0.010714651102818041,C976181773,0.005660610749033214,0.0,C497482843,0.00013834478474642655,0.001562854130592228,1,0,False,True,False,False,False
0.05390835579514825,0.011369781047586909,C79464430,0.0005118566641998233,0.007833201850834755,C1043378345,0.003049901171528072,0.0015315949341485509,0,0,True,False,False,False,False
0.2803234501347709,0.00026681119703838213,C2132927765,0.00550613372018766,0.006447190878832393,M2056861242,0.0,0.0,0,0,False,False,False,True,False
0.33557951482479786,0.00022409874921996175,C581455076,0.0007171043224049427,0.0007194561047808219,M1566473223,0.0,0.0,0,0,False,False,False,True,False
0.3045822102425876,0.0004134408019372929,C765864081,4.281275944699004e-05,0.00031392028490547744,C84932560,8.893389509031172e-06,0.0,0,0,True,False,False,False,False
0.1752021563342318,0.0004266949870574294,C1577369912,0.004200448442190088,0.0047766807938972745,M2124091994,0.0,0.0,0,0,False,False,False,True,False
0.4528301886792453,0.0028192861759185612,C1502031409,0.0014894448245550466,0.0,C997271871,0.0028141765041582315,0.003183179817207538,1,0,False,True,False,False,False
0.18328840970350405,1.6562410411728723e-05,C203378011,0.0,0.0,M42773300,0.0,0.0,0,0,False,False,False,True,False
0.34097035040431267,0.0003257448766663448,C1983983797,0.006402715977550659,0.007487176318295695,M1521364568,0.0,0.0,0,0,False,False,False,True,False
0.42857142857142855,0.1555108374815942,C2003694835,0.08215725456594165,0.0,C1708120011,0.00121083170731049,0.021887616497856695,1,0,False,True,False,False,False
0.284366576819407,0.11566347604856181,C1978111036,0.06110566825818868,0.0,C105806122,0.0017335942684833007,0.01711051222136151,1,0,False,True,False,False,False
0.07547169811320756,0.03223776154050782,C1871778702,0.01703139166640461,0.0,C2092796486,0.006000541585743121,0.010274841451496363,1,0,False,True,False,False,False
0.9285714285714286,0.12350580104500126,C594531860,0.06524881288756271,0.0,C1303439903,0.016838788119110715,0.03322690508849526,1,0,False,True,False,False,False
0.4326145552560647,0.004315410574264748,C84275859,0.0022798558020008606,0.0,C2031100289,0.0,0.0,1,0,False,False,False,False,True
0.13477088948787064,0.00806227528070043,C1375615484,0.004259345607958678,0.0,C1983479612,0.0,0.0,1,0,False,False,False,False,True
0.19407008086253372,0.11349546805712209,C1733969838,0.059960297380260055,0.0,C1915229733,0.005767467634328312,0.020847639370017275,1,0,False,True,False,False,False
0.07412398921832886,0.08818975524859496,C432219684,0.04659114624679746,0.0,C926776113,0.0,0.0,1,0,False,False,False,False,True
0.4501347708894879,0.008444344805467961,C1352750965,0.0,0.0,C226808436,0.003808867804685862,0.004923788956002108,0,0,False,True,False,False,False
0.31805929919137466,0.12465732743103627,C390716812,0.06585717078704398,0.0,C1387545582,0.0,0.0165765229854648,1,0,False,True,False,False,False
0.3517520215633423,0.00012420425940156402,C1043113560,0.002229130486028401,0.0025998363425351794,M647894338,0.0,0.0,0,0,False,False,False,True,False
0.3692722371967655,0.00015610350569314488,C643376447,0.000386147594381499,0.00036492115091525944,M529343290,0.0,0.0,0,0,False,False,False,True,False
0.4366576819407008,0.011991295687582806,C212589950,0.0006541071342400771,0.0,C1054075455,0.0,0.0015945632133072029,0,0,False,True,False,False,False
0.6873315363881403,0.004794579719817124,C1873591619,0.0025330035704060733,0.0,C484357624,0.0005766961941830966,0.0012130554309623806,1,0,False,True,False,False,False
0.2574123989218329,2.170042038543838e-05,C1640697606,0.002113622634439108,0.0025261082589696396,M1181024864,0.0,0.0,0,0,False,False,False,True,False
0.4137466307277628,0.00028790772494453144,C2147126359,0.004071278436561039,0.0047095698270579025,M1683497898,0.0,0.0,0,0,False,False,False,True,False
0.05390835579514825,0.01342795970786302,C1077475240,0.0005064358404830935,0.0,C43614108,0.0009961301493460449,0.002779649151418732,0,0,False,True,False,False,False
0.5080862533692723,0.008594425587586755,C1038805977,3.655279893200482e-05,0.0,C923256718,0.0,0.0011428585566164529,0,0,False,True,False,False,False
0.4730458221024259,0.0011564572745481623,C791520502,0.0,0.0,C11196337,0.0044684822020870695,0.004612901954926451,0,0,False,True,False,False,False
0.8207547169811321,0.02012316632039405,C1624078570,0.010631182526125054,0.0,C1413803153,0.0,0.0,1,0,False,False,False,False,True
0.4474393530997305,0.001378042293526875,C1322570769,2.0575634293222182e-05,0.0,M1240500827,0.0,0.0,0,0,False,False,False,True,False
0.18328840970350405,0.011460458632411043,C581605080,0.07826956700944164,0.10133016636686869,C1047875494,0.007087326237683841,0.0055485029754970645,0,0,True,False,False,False,False
0.734501347708895,0.051914708817149484,C1678762755,0.0274268341491769,0.0,C12936598,0.0,0.0,1,0,False,False,False,False,True
0.48517520215633425,0.0017437905201350607,C272031055,0.000921254389677944,0.0,C1416978417,0.0,0.0,1,0,False,False,False,False,True
